brand,channel,account_id,campaign_id,campaign_name,currency,reporting_timezone,synthetic,date,spend,data_status,source_row_id
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-14,100,complete,TW-M03-2026-09-14
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-15,100,complete,TW-M03-2026-09-15
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-16,100,complete,TW-M03-2026-09-16
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-17,0,complete,TW-M03-2026-09-17
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-18,0,complete,TW-M03-2026-09-18
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-19,0,complete,TW-M03-2026-09-19
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-20,0,complete,TW-M03-2026-09-20
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-21,0,complete,TW-M03-2026-09-21
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-22,0,complete,TW-M03-2026-09-22
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-23,0,complete,TW-M03-2026-09-23
